gene	chromosome	start	end
B3GAT1	11	134248398	134281812
B3GAT1-DT	11	134306367	134375555
LINC02706	11	134584436	134585816
LINC02714	11	134605490	134633704
LINC02697	11	134820602	134821462
LINC02684	11	134931675	134945793
FAM138D	12	67607	69138
WASH8P	12	73725	91218
DDX11L8	12	92239	93430
IQSEC3	12	175931	287626
SLC6A12	12	299243	323736
SLC6A12-AS1	12	312808	314189
SLC6A13	12	329789	372039
KDM5A	12	389295	498620
CCDC77	12	498439	551811
B4GALNT3	12	569530	672675
NINJ2	12	673462	772945
RNU7-103P	12	698696	698755
NINJ2-AS1	12	740057	772872
LINC02455	12	783967	793293
WNK1	12	861759	1020618
RNU4ATAC16P	12	890299	890424
RAD52	12	1021243	1099219
ERC1	12	1099675	1605099
LINC00942	12	1609691	1616484
WNT5B	12	1639057	1756409
FBXL14	12	1675159	1703331
MIR3649	12	1769481	1769546
ADIPOR2	12	1797740	1897844
RPS4XP14	12	1866397	1867177
CACNA2D4	12	1901123	2028002
LRTM2	12	1929433	1945918
LINC00940	12	2038368	2045740
DCP1B	12	2055220	2113701
CACNA1C	12	2079952	2802108
CACNA1C-IT1	12	2127379	2129698
CACNA1C-AS4	12	2329703	2332645
CACNA1C-IT3	12	2378942	2398103
CACNA1C-AS3	12	2712516	2716606
CACNA1C-AS2	12	2777666	2781386
CACNA1C-AS1	12	2785167	2800366
ITFG2-AS1	12	2851792	2881074
IQSEC3P1	12	2861763	2862298
RPL23AP14	12	2891070	2891537
CBX3P4	12	2896097	2903461
FKBP4	12	2904119	2914576
ITFG2	12	2921788	2968957
NRIP2	12	2934514	2944710
FOXM1	12	2966847	2986206
RHNO1	12	2985424	2998626
TULP3	12	2986389	3050306
RNU6-1315P	12	3063406	3063504
TEAD4	12	3068496	3149839
TSPAN9	12	3186521	3395730
TSPAN9-IT1	12	3258963	3260642
LINC02827	12	3427884	3434509
LINC02417	12	3476999	3480512
PRMT8	12	3490515	3703139
CRACR2A	12	3715799	3873985
RNU6-174P	12	3835388	3835493
PARP11	12	3900213	3982608
OTUD4P1	12	3948625	3951691
PARP11-AS1	12	3980900	4019504
HSPA8P5	12	4206617	4208685
CCND2-AS1	12	4361901	4384231
CCND2	12	4382938	4414516
TIGAR	12	4430371	4462338
FGF23	12	4477393	4488894
FGF6	12	4537321	4554780
C12orf4	12	4596894	4647674
RAD51AP1	12	4647950	4669214
DYRK4	12	4671370	4723325
AKAP3	12	4724674	4758213
NDUFA9	12	4758261	4798454
GAU1	12	4809583	4829268
GALNT8	12	4829507	4960277
KCNA6	12	4918342	4960277
KCNA1	12	5019071	5040527
KCNA5	12	5153085	5155949
LINC02443	12	5343163	5352317
NTF3	12	5541278	5630702
ANO2	12	5641035	6055398
VWF	12	6058040	6233936
RN7SL69P	12	6204867	6205136
CD9	12	6308881	6347425
ATP5MFP5	12	6379325	6379591
PLEKHG6	12	6419602	6437672
TNFRSF1A	12	6437923	6451280
RN7SL391P	12	6453720	6453999
SCNN1A	12	6456009	6486896
LTBR	12	6484211	6500733
SRP14P1	12	6547664	6548018
CD27-AS1	12	6548167	6560733
CD27	12	6554033	6560884
TAPBPL	12	6560856	6575683
VAMP1	12	6571403	6580153
MRPL51	12	6601150	6603007
NCAPD2	12	6602522	6641121
SCARNA10	12	6619388	6619717
GAPDH	12	6643093	6647537
IFFO1	12	6647541	6665239
NOP2	12	6666029	6677857
CHD4	12	6679249	6716642
SCARNA11	12	6690640	6690775
LPAR5	12	6728001	6745613
ACRBP	12	6747241	6756626
ING4	12	6759446	6772314
ZNF384	12	6775643	6798738
PIANP	12	6802958	6809966
RNU6-781P	12	6818618	6818718
COPS7A	12	6832907	6841041
MLF2	12	6857170	6876641
PTMS	12	6874682	6880116
LAG3	12	6881678	6887621
RN7SL380P	12	6893020	6893327
CD4	12	6896024	6929974
GPR162	12	6930711	6939136
P3H3	12	6937572	6949018
GNB3	12	6949118	6956557
CDCA3	12	6953957	6961230
USP5	12	6961292	6975796
TPI1	12	6976283	6980112
SPSB2	12	6980099	6998522
RPL13P5	12	6982553	6993905
LRRC23	12	6982733	7023407
DSTNP2	12	6993846	6994950
ENO2	12	7022909	7032861
ATN1	12	7033626	7051484
C12orf57	12	7052141	7055166
RNU7-1	12	7052979	7053041
PTPN6	12	7055631	7070479
EMG1	12	7072408	7105520
MIR200CHG	12	7072409	7073610
MIR200C	12	7072862	7072929
MIR141	12	7073260	7073354
PHB2	12	7074490	7079988
SCARNA12	12	7076500	7076769
LPCAT3	12	7085348	7125814
C1S	12	7096351	7178336
C1R	12	7187513	7245203
C1RL	12	7242183	7261869
C1RL-AS1	12	7260648	7275097
RNU6-485P	12	7271381	7271487
RBP5	12	7276280	7281538
CLSTN3	12	7282294	7311541
PEX5	12	7341281	7371170
ACSM4	12	7456880	7481320
CD163L1	12	7499281	7632493
CD163	12	7623409	7656489
GAPDHP31	12	7718965	7719978
NIFKP3	12	7756946	7757810
APOBEC1	12	7801996	7818499
GDF3	12	7842378	7848372
DPPA3	12	7864050	7870155
CLEC4C	12	7882011	7904201
NANOGNB	12	7917812	7926717
NANOG	12	7940390	7948655
SLC2A14	12	7965108	8043744
NANOGP1	12	8045172	8052736
SLC2A3	12	8071826	8088871
HSPD1P12	12	8167620	8169002
FOXJ2	12	8185299	8208099
C3AR1	12	8210898	8219067
NECAP1	12	8234807	8250367
CLEC4A	12	8276228	8291203
POU5F1P3	12	8286368	8287447
ZNF705A	12	8290733	8341133
GCSHP4	12	8293764	8295293
FAM66C	12	8332805	8368747
DEFB109F	12	8352195	8371507
FAM90A1	12	8373856	8380214
ALG1L10P	12	8380330	8384360
FAM86FP	12	8385108	8395544
LINC02449	12	8388011	8395160
ENPP7P5	12	8407123	8461445
LINC00937	12	8448582	8549399
RPS3AP43	12	8511650	8512430
OR7E140P	12	8567376	8568401
OR7E148P	12	8580236	8581206
OR7E149P	12	8589999	8591021
CLEC6A	12	8608522	8630926
RNU6-275P	12	8637342	8637448
CLEC4D	12	8662071	8674962
SUPT4H1P2	12	8664970	8665322
CLEC4E	12	8685901	8693559
AICDA	12	8754762	8765467
HADHAP2	12	8786963	8790204
MFAP5	12	8789942	8815484
RIMKLB	12	8834196	8935691
RPSAP51	12	8895024	8895668
A2ML1-AS1	12	8928815	8983543
A2ML1-AS2	12	8972412	8973309
A2ML1	12	8975068	9039597
PHC1	12	9066492	9094063
M6PR	12	9092959	9102551
KLRG1	12	9102640	9163356
HNRNPA1P34	12	9180128	9181685
VDAC2P2	12	9188940	9189840
LINC00612	12	9208182	9217666
A2M-AS1	12	9217773	9220651
A2M	12	9220260	9268825
KRT17P8	12	9280379	9281241
BTG1P1	12	9287680	9288187
PZP	12	9301436	9360966
TPT1P12	12	9308477	9308968
A2MP1	12	9381129	9428413
PTMAP4	12	9392582	9392927
LINC00987	12	9392599	9395635
LINC02367	12	9520060	9550213
DDX12P	12	9570309	9600825
KLRB1	12	9747147	9760482
RNU6-700P	12	9776718	9776824
GOT2P3	12	9794398	9795603
CLEC2D	12	9817565	9848413
NPM1P7	12	9847980	9848823
LINC02390	12	9856673	9861946
CLECL1	12	9868456	9885895
CD69	12	9905082	9913497
GCNAP1	12	9969946	9970621
KLRF1	12	9980077	9997606
CLEC2B	12	10005583	10022735
KLRF2	12	10034088	10048432
CLEC2A	12	10051272	10084980
LINC02470	12	10089178	10096094
CLEC12A-AS1	12	10100736	10105935
CLEC12A	12	10103915	10148293
CLEC1B	12	10138241	10166023
CLEC12B	12	10163226	10171218
CLEC9A	12	10183276	10218565
CLEC1A	12	10222153	10264226
RN7SKP161	12	10236785	10237089
HNRNPABP1	12	10264337	10265070
CLEC7A	12	10269376	10282857
OLR1	12	10310902	10324737
TMEM52B	12	10323141	10344400
GABARAPL1	12	10365057	10375727
GABARAPL1-AS1	12	10366760	10367360
KLRD1	12	10378657	10469850
LINC02617	12	10485460	10490891
LINC02598	12	10511063	10513644
KLRK1-AS1	12	10516368	10551105
KLRC4-KLRK1	12	10524952	10562745
KLRK1	12	10524952	10544473
KLRC4	12	10559983	10562356
KLRC3	12	10564911	10573194
KLRC2	12	10579453	10594899
KLRC1	12	10594863	10607284
EIF2S3B	12	10658201	10675734
SLC25A39P2	12	10703865	10704134
LINC02446	12	10705962	10710648
KLRA1P	12	10741077	10752434
MAGOHB	12	10758612	10766222
STYK1	12	10771538	10826917
YBX3	12	10851683	10875911
LINC02366	12	10902833	10930043
HSPE1P12	12	10922904	10923204
TAS2R7	12	10954131	10955226
TAS2R8	12	10958650	10959892
TAS2R9	12	10961693	10962767
PRR4	12	10977559	11324212
TAS2R10	12	10977916	10978957
PRH1	12	11033610	11036854
TAS2R13	12	11060525	11062161
PRH2	12	11081835	11084940
TAS2R14	12	11090005	11324172
TAS2R15P	12	11117024	11117951
TAS2R50	12	11138512	11139511
TAS2R20	12	11149094	11150474
TAS2R19	12	11174218	11175219
TAS2R31	12	11182986	11184006
TAS2R63P	12	11200931	11201855
TAS2R46	12	11213964	11214893
TAS2R64P	12	11229368	11231770
TAS2R43	12	11243886	11244912
TAS2R30	12	11285557	11287243
SMIM10L1	12	11323963	11324164
TAS2R42	12	11338599	11339543
PRB3	12	11418857	11422739
PRB4	12	11460017	11463369
PRB1	12	11504757	11548500
PRB2	12	11544476	11653975
HIGD1AP8	12	11634317	11634590
DDX55P1	12	11665657	11667070
RNU7-60P	12	11699413	11699474
LINC01252	12	11700964	11743303
ETV6	12	11802788	12048336
BCL2L14	12	12202778	12364018
PTMAP9	12	12264097	12264423
LRP6	12	12268959	12419946
RNU6-545P	12	12379608	12379711
RNU6-318P	12	12442161	12442263
MANSC1	12	12482198	12503475
RPL23AP66	12	12491710	12492188
LOH12CR2	12	12508342	12510001
BORCS5	12	12510013	12619840
DUSP16	12	12628829	12715317
CREBL2	12	12764761	12798042
RPL21P136	12	12767293	12768841
GPR19	12	12813825	12849141
CDKN1B	12	12867992	12875305
APOLD1	12	12878851	12982909
MIR613	12	12917583	12917677
STX8P1	12	12924285	12924639
DDX47	12	12966250	12982915
RPL13AP20	12	13028433	13029044
GPRC5A	12	13043716	13070871
MIR614	12	13068763	13068852
GPRC5D-AS1	12	13080660	13137579
GPRC5D	12	13093709	13105081
HEBP1	12	13127798	13153207
HTR7P1	12	13152812	13155768
FAM234B	12	13197218	13295455
GSG1	12	13236494	13256619
EMP1	12	13349650	13369708
LINC01559	12	13524023	13540101
RNA5SP353	12	13593818	13593935
RNU6-590P	12	13612604	13612710
GRIN2B	12	13693165	14133053
RN7SKP162	12	13836476	13836820
MRPS18CP4	12	14390025	14390255
RNU6-491P	12	14403166	14403275
GNAI2P1	12	14407846	14408160
RPL30P11	12	14509776	14518437
ATF7IP	12	14518610	14651697
PLBD1	12	14656595	14721283
RN7SKP134	12	14706636	14706904
PLBD1-AS1	12	14720684	14772689
GUCY2C	12	14765576	14849519
H4-16	12	14920933	14924065
H2AJ	12	14927270	14930936
WBP11	12	14939410	14956474
C12orf60	12	14956506	15059520
SMCO3	12	14957584	14967116
ART4	12	14978503	14996429
MGP	12	15034115	15038860
ERP27	12	15066969	15092016
ARHGDIB	12	15094951	15114662
PDE6H	12	15125956	15134799
LINC01489	12	15154767	15159617
RERG	12	15260717	15501609
RERG-IT1	12	15265297	15267632
RERG-AS1	12	15304857	15308217
METTL8P1	12	15408147	15408757
PTPRO	12	15475331	15750333
EPS8	12	15773092	16035263
RNU6-251P	12	15824641	15824744
STRAP	12	16035325	16056412
DERA	12	16064106	16190220
EGLN3P1	12	16124824	16125543
SLC15A5	12	16341419	16430619
MGST1	12	16500076	16762193
SUPT16HP1	12	16552208	16555340
LMO3	12	16701307	16763528
SKP1P2	12	17142060	17142870
EEF1A1P16	12	17143604	17145017
RNU6-837P	12	17224332	17224439
RPL7P40	12	17274650	17275394
PSMC1P8	12	17536286	17537581
TIMM17BP1	12	17553333	17553848
LINC02378	12	17662287	17742926
RERGL	12	18233803	18473041
PIK3C2G	12	18400548	18801348
NDFIP1P1	12	18511377	18511901
ZKSCAN7P1	12	18645985	18646657
PLCZ1	12	18836103	18890991
PSMC1P9	12	18845696	18847030
CAPZA3	12	18891045	18892121
RPL7P6	12	19241974	19242825
BORCS8P1	12	19260788	19261117
PLEKHA5	12	19282648	19529334
RN7SL459P	12	19329225	19329523
RN7SL67P	12	19456414	19456710
AEBP2	12	19556979	19873735
PDCD5P1	12	19566087	19566395
RNU6-254P	12	19598883	19598989
EEF1A1P4	12	19609178	19610582
RNU1-146P	12	19877369	19877533
TCP1P3	12	20094455	20095952
LINC02398	12	20167714	20251802
LINC02468	12	20273914	20282747
PDE3A	12	20522179	20837315
UBE2L2	12	20602589	20603017
SLCO1C1	12	20848289	20906320
SLCO1B3	12	20963636	21243040
SLCO1B3-SLCO1B7	12	20968608	21243179
SLCO1B7	12	20968673	21245679
SLCO1B1	12	21284136	21392180
SLCO1A2	12	21417534	21572528
IAPP	12	21507893	21532912
PYROXD1	12	21590549	21623300
ELOCP31	12	21600479	21601248
RECQL	12	21621845	21654603
GOLT1B	12	21654715	21671342
SPX	12	21679241	21690311
GYS2	12	21689123	21757781
LDHB	12	21788276	21910791
KCNJ8	12	21917889	21928515
ABCC9	12	21950335	22094336
CMAS	12	22199108	22218608
ST8SIA1	12	22216707	22589975
RNU1-149P	12	22348403	22348563
C2CD5	12	22601517	22697480
LRRC34P1	12	22726359	22728039
ETNK1	12	22778009	22843599
RPS27P22	12	22875163	22875403
SOX5	12	23682440	24103966
MIR920	12	24365355	24365429
SOX5-AS1	12	24376205	24390899
LINC00477	12	24719898	24737102
KNOP1P1	12	24736495	24737483
RN7SL38P	12	24859722	24860015
BCAT1	12	24964295	25102393
BRI3P2	12	25120061	25120438
LINC02909	12	25146358	25150453
IRAG2	12	25173936	25261268
CENPUP2	12	25245649	25246834
DNAI7	12	25261354	25348096
ETFRF1	12	25348150	25362579
KRAS	12	25357723	25403870
RNU4-67P	12	25557222	25557362
LMNTD1	12	25562241	25801513
FAM133GP	12	25588515	25589172
TUBB4BP1	12	25593809	25593986
RN7SKP262	12	25932221	25932503
TDGP1	12	25956137	25957460
RASSF8-AS1	12	26092262	26112698
RASSF8	12	26111962	26232825
BHLHE41	12	26272959	26278060
SSPN	12	26274924	26452223
ITPR2	12	26490342	26986131
RNA5SP354	12	26526531	26526666
INTS13	12	27058114	27091259
FGFR1OP2	12	27091316	27119583
TM7SF3	12	27126128	27167367
MED21	12	27175479	27219276
C12orf71	12	27233991	27235447
STK38L	12	27396901	27478892
ARNTL2	12	27485787	27576241
ARNTL2-AS1	12	27542722	27599558
SMCO2	12	27619743	27655118
RARS1P1	12	27649870	27651522
PPFIBP1	12	27676364	27848497
REP15	12	27849428	27850566
HMGB1P49	12	27855271	27855839
MRPS35	12	27863706	27909228
MANSC4	12	27915671	27924209
KLHL42	12	27932953	27955973
RN7SKP15	12	27959015	27959323
PTHLH	12	28111017	28125638
CCDC91	12	28286182	28732883
RNU4-54P	12	28472268	28472396
RNA5SP355	12	28658327	28658461
FAR2	12	29302036	29493913
ERGIC2	12	29490285	29534122
OVCH1-AS1	12	29542227	29640421
OVCH1	12	29565407	29650619
TMTC1	12	29653773	29937692
RPL21P99	12	29811309	29811731
LINC02386	12	30383712	30449640
RNA5SP356	12	30459364	30459457
IPO8	12	30781922	30848920
CAPRIN2	12	30862486	30907885
LINC00941	12	30947977	30955645
PPIAP44	12	31014855	31015113
TSPAN11	12	31079362	31149534
DDX11-AS1	12	31173697	31226781
DDX11	12	31226779	31257725
MREGP1	12	31407295	31407379
SINHCAF	12	31433518	31479992
LINC02387	12	31516415	31522235
DENND5B	12	31535157	31744031
RNU6-618P	12	31549324	31549435
ANKRD49P2	12	31687649	31688181
DENND5B-AS1	12	31742857	31768600
RNU5F-4P	12	31747027	31747140
RPL31P50	12	31750048	31750343
AK4P3	12	31768702	31769373
ETFBKMT	12	31800094	31826048
AMN1	12	31824071	31882108
IFITM3P2	12	31907651	31908055
H3-5	12	31944123	31945175
RNU6-1069P	12	31955892	31956024
LINC02422	12	32030013	32040137
RPL12P32	12	32101268	32101761
RESF1	12	32112304	32146039
BICD1	12	32259769	32536567
FGD4	12	32552463	32798984
RNU6-494P	12	32630316	32630405
DNM1L	12	32832134	32898486
YARS2	12	32880424	32908836
PKP2	12	32943679	33049774
RPL35AP27	12	33016052	33016367
ASS1P14	12	33138772	33140004
SYT10	12	33527173	33592754
RNU6-400P	12	33729030	33729135
RNU6-472P	12	34076309	34076415
ALG10	12	34175216	34182629
TUBB8P4	12	34317708	34319889
RNA5SP357	12	34358634	34358752
DUX4L27	12	34361350	34362610
AK6P1	12	34402416	34402893
ZNF970P	12	37969251	37970186
AK6P2	12	38472331	38472801
CLUHP8	12	38475848	38477884
RNA5SP358	12	38555268	38555384
RNA5SP359	12	38557205	38557317
TUBB8P5	12	38595368	38597594
NF1P12	12	38600033	38600994
ALG10B	12	38710380	38717784
CPNE8	12	39040624	39301232
CPNE8-AS1	12	39300253	39303394
LINC02406	12	39481515	39486676
KIF21A	12	39687030	39837192
ABCD2	12	39943835	40013553
C12orf40	12	40019969	40302102
SLC2A13	12	40148823	40499891
RPL30P13	12	40462045	40462392
LINC02555	12	40534728	40536678
LINC02471	12	40550041	40561509
LRRK2-DT	12	40579811	40617605
LRRK2	12	40590546	40763087
MUC19	12	40787197	40964632
RNU6-713P	12	40947963	40948069
CNTN1	12	41086244	41466220
PDZRN4	12	41582250	41968392
RNA5SP360	12	42052478	42052595
MTND2P17	12	42092297	42092984
MTND1P24	12	42093193	42094053
LINC02400	12	42157991	42159383
GXYLT1	12	42475647	42538681
YAF2	12	42550906	42632151
PPHLN1	12	42632249	42853517
ZCRB1	12	42705880	42719920
RNU6-249P	12	42792352	42792453
PRICKLE1	12	42852140	42984157
LINC02402	12	43009305	43040300
LINC02451	12	43040385	43080503
RPS27P21	12	43072675	43072926
LINC02450	12	43086018	43110653
MRPS36P5	12	43447892	43448189
LINC02461	12	43549118	43556913
ADAMTS20	12	43747669	43945724
EEF1A1P17	12	44053630	44054904
PUS7L	12	44122410	44152620
IRAK4	12	44152747	44183346
TWF1	12	44187526	44200178
TMEM117	12	44229770	44783545
ZNF75BP	12	44402423	44403946
NELL2	12	44902058	45315631
DBX2	12	45408455	45444882
RACGAP1P1	12	45457256	45459134
SSBL3P	12	45465552	45466626
RNA5SP361	12	45511554	45511671
PLEKHA8P1	12	45566847	45609824
ANO6	12	45609770	45834187
ARID2	12	46123448	46301823
RN7SL246P	12	46267812	46268111
KNOP1P2	12	46274733	46276049
SCAF11	12	46312914	46385903
SLC38A1	12	46576846	46663800
SLC38A2	12	46751972	46766650
OR7A19P	12	46986356	46987088
MARK3P1	12	47075854	47076496
SLC38A4	12	47158546	47226191
AMIGO2	12	47469490	47473734
PCED1B	12	47473386	47630443
IFITM3P6	12	47529281	47532153
MIR4698	12	47581595	47581674
PCED1B-AS1	12	47599681	47610239
PPIAP45	12	47735397	47735872
LINC02416	12	47747537	47763718
MIR4494	12	47757969	47758052
LINC02156	12	47808791	47813962
ADI1P3	12	47856870	47857404
RPAP3	12	48057070	48099844
ENDOU	12	48103517	48119350
RAPGEF3	12	48128455	48164823
SLC48A1	12	48147699	48176536
HDAC7	12	48176505	48226915
LINC02354	12	48220637	48231681
VDR	12	48235320	48336831
TMEM106C	12	48357352	48362661
COL2A1	12	48366748	48398269
SENP1	12	48436681	48500091
RNU6-1203P	12	48475102	48475211
PFKM	12	48498922	48540187
ASB8	12	48541571	48574996
PHBP18	12	48562630	48563442
CCDC184	12	48577366	48579709
OR10AD1	12	48596081	48597170
H1-7	12	48722763	48724062
ZNF641	12	48733791	48745197
OR5BK1P	12	48749575	48750397
OR5BT1P	12	48779200	48780048
OR5BJ1P	12	48788293	48789175
OR8S21P	12	48810933	48811120
OR8T1P	12	48835813	48836730
ANP32D	12	48866448	48866843
C12orf54	12	48876286	48890295
RPS10P20	12	48881729	48882191
OR8S1	12	48901137	48923680
OR5BS1P	12	48953665	48956739
LALBA	12	48961467	48963849
OR11M1P	12	49021671	49022565
KANSL2	12	49047184	49076021
SNORA2C	12	49048165	49048301
SNORA2A	12	49050431	49050565
SNORA2B	12	49061240	49061376
CCNT1	12	49082247	49110681
TEX49	12	49121218	49159569
ADCY6	12	49159975	49182820
MIR4701	12	49165758	49165820
ADCY6-DT	12	49182930	49184318
CACNB3	12	49207577	49222724
DDX23	12	49223547	49246625
RND1	12	49250928	49259681
RNU6-600P	12	49285913	49286011
RPL32P27	12	49297201	49297596
CCDC65	12	49297893	49325623
FKBP11	12	49315301	49320257
ARF3	12	49329506	49351334
WNT10B	12	49359123	49365546
RNU6-940P	12	49369326	49369429
WNT1	12	49372398	49375459
DDN	12	49388932	49393092
DDN-AS1	12	49392150	49412988
PRKAG1	12	49396057	49412980
KMT2D	12	49412758	49453557
RHEBL1	12	49458468	49463808
DHH	12	49483204	49488602
LMBR1L	12	49490919	49504683
TUBA1B	12	49521565	49525180
TUBA1A	12	49578579	49583107
TUBA1C	12	49582519	49667114
PRPH	12	49687035	49692465
TROAP	12	49717019	49725514
C1QL4	12	49726200	49730971
DNAJC22	12	49740700	49751309
SPATS2	12	49760367	49921205
KCNH3	12	49932940	49952091
MCRS1	12	49950327	49961936
PRPF40B	12	49962001	50038449
FAM186B	12	49976668	49999422
RNU6-834P	12	49986887	49986996
POLR2KP1	12	49987874	49988041
PARK7P1	12	49988931	49989471
HIGD1AP9	12	50013117	50013395
FMNL3	12	50031724	50101948
TMBIM6	12	50101508	50158717
LSM6P2	12	50164743	50164919
NCKAP5L	12	50184929	50222533
BCDIN3D-AS1	12	50222325	50234926
BCDIN3D	12	50231573	50236912
RPL35AP28	12	50256956	50257286
FAIM2	12	50260679	50298000
LINC02396	12	50302665	50305646
LINC02395	12	50305736	50324103
AQP2	12	50344524	50352664
AQP5	12	50355653	50359464
AQP6	12	50360977	50370922
RACGAP1	12	50370706	50426919
ASIC1	12	50451331	50477394
SMARCD1	12	50478755	50494495
GPD1	12	50497602	50505102
COX14	12	50505762	50514240
CERS5	12	50523575	50561288
LIMA1	12	50569571	50677329
MIR1293	12	50627925	50627995
RNU6-1093P	12	50650021	50650127
FAM186A	12	50720013	50790405
LARP4	12	50786166	50873787
DIP2B	12	50898768	51142450
RNU6-769P	12	51027056	51027159
RNU6-238P	12	51050756	51050861
ATF1	12	51157493	51214905
RN7SL519P	12	51235283	51235612
TMPRSS12	12	51236703	51281667
METTL7A	12	51317255	51326300
HIGD1C	12	51347705	51364289
SLC11A2	12	51373184	51422349
RNU6-87P	12	51407917	51408024
RNU6-1273P	12	51431282	51431385
LETMD1	12	51441745	51454207
CSRNP2	12	51454990	51477447
TFCP2	12	51487446	51566926
RPL35AP29	12	51500600	51500927
PHBP19	12	51518411	51519164
RNU6-199P	12	51556684	51556790
POU6F1	12	51580719	51611477
DAZAP2	12	51632076	51665146
SMAGP	12	51638342	51664674
BIN2	12	51674822	51718452
CELA1	12	51722227	51740463
GALNT6	12	51745031	51786651
SLC4A8	12	51785101	51902980
SLC4A8-AS1	12	51815740	51818395
SCN8A	12	51984050	52206648
HNRNPA3P10	12	52106253	52107390
FIGNL2	12	52214243	52216199
FIGNL2-DT	12	52242007	52246513
ANKRD33	12	52281744	52285448
ACVRL1	12	52300692	52317145
ACVR1B	12	52345451	52390862
RNU6-574P	12	52381441	52381547
TAMALIN	12	52400724	52409673
NR4A1	12	52416616	52453291
NR4A1AS	12	52452243	52453287
ATG101	12	52463030	52471278
OR7E47P	12	52473480	52502045
KRT80	12	52562780	52585784
LINC02874	12	52599368	52604639
LINC00592	12	52604714	52617588
METTL7AP1	12	52622877	52623372
KRT7	12	52626304	52645970
KRT7-AS	12	52638832	52641232
KRT86	12	52643084	52702947
